__label__12	[ wx ]   我 这个 单 中午 不是 申请 退款 吗 ？   怎么 还 在 发货   1905231954843302   本来 准备 要 买 的 ， 但 朋友 说 这个 对 蚊虫 叮咬 没 效果   现在 决定 不要 了   怎么 不能 仅 退款   我 怎么 申请 了 退款 啊   没 发货 之前 也 不 支持 退货 吗 ？  
__label__9	165 高穿 会 不会 露肚脐   165 高穿 会 不会 露肚脐   110 斤   拍 L 码是 吗 ？  
__label__4	这个 真的 有 减肥 作用   另外 ， 剖腹产 刚 2 个 月 ， 可以 用 吗   说明书 都 没 写  
__label__1	请问 我 寄 的 锅 到 了   锅具 的 399oou   1905181947630323   锅具 的 399oou   给 你 寄 去 了   麻烦 把 399 退还 我   什么 意思   这个 单 号 。 锅具 大礼包 的 3102492607890 已经 退回去 了 ， 货 你们 收到 了 ， 399 啥时候 能 退  
__label__4	亲 我 买 的 洗面奶 希望 退货   根本 不好 用   客服 给 我 打电话 解释 了 ， 没 办法 说服 我   所以 另外 两支 推掉   用 了 一支 我 不 退 了   这个 觉得 肯定 不是 正规渠道 的 商品   根本 不好 用   留着 这 一支 如果 查出 假 的 应该 怎么 处理   我 说 如果   好 ， 如果 是 假 是否 赔偿   单子 具体 指 什么   我 知道 ， 说 的 证明 是否 专柜 给 我 出 一个 证明 就行 对 吗   好 的 ， 我 去 问问看 专柜 ， 但是 如果 是 假 ， 蜜芽 这么 多年 我 连 奶粉 都 在 你们 这买 ， 一支 洗面奶 让 我 ? 提到 嗓子眼   我要 怎么 退 这 两支 申请 完 了 之后 告诉 我 地址  
__label__9	买 衣服 165 应该 是 什么 码 ？ xL ？   高 167   高 167 ， 重 113 ， 买 T恤 应该 买 什么 码 ？   怎么弄 吧 ？   我 咨询 客户 平时 买 T恤 是 165 ， 但是 链接 上 都 是 标的 英文 M ， xL ， 我 应该 买 什么 码 ？  
__label__6	你好 ， 现在 蜜粉 下单 怎么 跟进   现在 没有 微信 头像 ， 我 都 不 知道 是 谁 买 的 东西   短信 只是 提示 收益 ， 不 知道 是 谁 ？   你好 ， 帮 我查 一下 这个 订单 是 哪个 蜜粉 下 的   这个 蜜粉 这 也 查不到 是 谁 买 的   那 从 哪里 看 啊  
__label__12	发 什么 快递 ？   是 的 ！ 已经 下单 了 ， 请 备注 一下 ， 不要 发 百世 汇通 ， 不 方便 收货 ！ 谢谢   好 的 ！ 亲  
__label__12	亲爱 的 ， 我 这个 拼团 的 可以 改成 白色 白色 粉色 不  
__label__4	鸡蛋 破 了 一个   左下角 ， 这个 图说 大 了 。   我发 不 过来 。  
__label__9	东西 齐全 吗   有月子 帽 ， 月子 鞋 吗   是 夏天 用 的 哈 ，   你家 有月子 帽 ， 月子 鞋 吗   东西 齐全 吗   是 夏天 用 的 哈 ，   咋会 没有 呢   看 他们 评论 都 有 的 啊 ，   这个 是 全套 的 嘛   会 发鞋 的 吧  
__label__4	一共 买 了 四件 只 给我发 了 一件 而且 还有 几瓶 坏 了   好 了 给 我 回 电话   18382168082   跟 上次 的 包装 不 一样   我 收到 的 时候 就 坏 了   包装纸 都 打湿 了   不 知道 烂 了 几瓶 我 没 我 拆开   我 买 了 四件   你们 只 给我发 了 一件   我 上班 不能 接电话 ， 手机 不能 带 身上 的   那 我 这件 怎么办   坏 了 不能 放哒   我 怎么 处理 呢 弄 得 整个 包裹 都 是 酸奶 味  
__label__9	吃 了 可以 美白 吗   汤臣 倍 健   维生素 C 片 （ 橘子 味 ） 120 片   120 片 / 瓶   120 片 1 瓶   汤臣 倍 健   汤臣 倍 健 维生素 c   片   汤臣 倍 健 维生素 c   片   吃 了 可以 美白 吗  
__label__12	订单 交易 完成 是 什么 意思   我 还 没有 收到 货品   VX1904260033   那 现在 快递 到 哪里 了  
__label__9	我 一百二十八 斤 ， 买大号 的 应该 穿 得 起 吧 ？ 会 不会 买 小 了  
__label__12	帮 我查 了 吗 上次 那个 蓝 漂纸   现在 可以 联系 我 吗   你们 根本 就 没有 联系 过 我 的 蜜粉 。   有 商家 电话 不   那 麻烦 你 一定 帮 我 催 催   补发 一份 过来   都 好久 了   这 都 是 我 第二次 找 你 了 ， 我 都 不好意思 了   处理 完 了 再 好评 可以 不  
__label__4	拼团 的 商品 也 可以 开发票 对 吧   必须 要 确认 收货 7 天 以后 才能 开 吗   意思 是 订单 超过 3 个 月 不能 开 ？   好 。 谢谢  
__label__9	您好 ， 请问 粽子 这个 活动 大概 什么 时候 结束 ？ ？   您好 ， 请问 粽子 这个 活动 大概 什么 时候 结束 ？ ？   感觉 现在 买 ， 太早 了 些   看 一下 6 月初 还有 吗   还有 一个 就是 我 看到 的 水 宝宝 哪款 防晒霜 ， 不是 喷雾 的 吗   亲 ， 这个 粽子 是不是 结束 后 就 买不到 了 ？   活动 结束 后 什么 价 ？   好 的 ， 谢谢   但是 有个 问题 ， 我 家里 没有 冰箱 ， 这个 会坏 吗   我 家里 没有 冰箱 ， 这个 会坏 吗   [ ll ]   [ ll ]   [ ll ]   一共 18 个 对 吧   我 看到 外加 4 个 ， 还 以为 18 个 呢   [ kx ]  
__label__9	XL3 岁 半 孩子 能 穿 吗 ？   XL 码 3 岁 半 孩子 能 穿 吗 ？   有没有 再大 一号 的 ？   没称 过 ， 不太 清楚   拉拉 裤 孩子 没有 穿过   明天 我 再 联系 你 ， 孩子 睡着 了  
__label__4	亲     在 吗   这个 怎么 退货 呢   退换货 注意事项   这个 盆 退货 怎么 退 呢     小 了   刚才 拆开   都还没 拿 出来   到 卖家 了 再 退款 吗  
__label__9	我 朋友 同 我 分享 的 纸尿裤 优惠券 为什么 要 运费 ？   我 有 10 张 纸尿裤 优惠券 ， 我 分享 给 朋友 的 优惠券 1 张 ， 她 付款 时要 运费   是 我 的 蜜粉   13590469620   好 的 ， 谢谢   她 换 深圳 地址 也 是 的 运费   查到 是 什么 原因 了 吗   所以 就是 觉得 奇怪 ， 为什么 他 拍 我 送给 他 的 优惠券 拍 那个 甄选 纸尿裤 要 运费 ， 其他人 都 不要 。   他 已经 拍下 了 ， 订单号 他 还 没 发给 我   18620374422   这个 号码 是 蜜粉 吗 ？   如果 蜜芽 账号 忘记 密码 了 该 怎么办 ？   如何 操作 找回 密码   怎样 解绑 账户 手机号码  
__label__9	您好 ， 我 之前 买 的 两罐 奶粉 ， 没什么 没有 防伪 码 呢 ？   1905191949265552  
__label__4	我 买 错 码子 了 怎么 半   本来 是 买 xl 拉拉 裤   结果 买 成 纸尿裤 了   自费 快递费 是 不   你 发过来 的 呢   我 只 付返 过来 的 邮费 是 不  
__label__9	一次 买 两件 衣服 ， 想要 不同 花色  
__label__9	我 有 个 朋友 购买 尿不湿 可是 要 运费 ， 我 让 她 从 新 注册 ， 她 说 她 注册 了   注册 了 不是 应该 免 运费 的 么 ？   什么 意思   怎么 还要 运费   我 有 个 朋友 购买 尿不湿 可是 要 运费 ， 我 让 她 从 新 注册 ， 她 说 她 注册 了  
__label__9	纸尿裤 推广 劵 就是 送 100 片 那个   不是 新 用户 可以 领 吗   别人 的 蜜粉 呢   我 也 确定 不了 她 是不是 别人 的 蜜粉 啊   不是 所有人 的 说实话 的   这个 劵 分享 过 怎么 看 出来 她 用 还是 没用   哦 ！ 好 的 知道 了   分享 用 了 之后 是 自动 锁粉 的 吗   好 的 ， 谢谢  
__label__9	送起 网泡 吗   ？ ？ ？ ？   送起 网泡 吗   送起 网泡 吗   送起 网泡 吗   送起 网泡 吗   送起 网泡 吗   送 起 泡网 ？ ？ ？   ？ ？ ？ ！ ！ ！   为什么 嘛   送 一次 嘛   [ ll ]   [ ll ]   你长 这么 好看   [ dy ]   离开 我 的 魔仙 堡   [ ll ]  
__label__9	我 有 一张 团长 免单 劵   我 想要 这个 鼻子 纸   我 看 也 是 免 单团   但是 怎么 拍   不是 免单 吗   我 看 需要 付款   不 知道 怎么 用   这个 可以 免单 吗   那 可是 劵 快 过期 了   还 能免 单 吗 ？   意思 满五人   我 的 钱 就 退 给 我 了   我 需要 先 付款   怎么 不 明白   然后 这个 劵 怎么 用   满 多少 才能 用 呀   0 元 开团   我 的 劵 是  
__label__12	上午 买 的 被子   帮 朋友 买   没改 地址   写成 我 的 了   要 改成 我 朋友 的  
__label__9	这个 新 蜜粉 下单 送 5 元 的 活动 到 什么 时候  
__label__1	我 买 的 皮带 退货 了 ， 有 10 天 了 ， 退款 没有 退   还 没有 好   请问 什么 时候 能 退款   同意 了 吗   谢谢 你 的 帮助  
__label__4	我 蜜粉 买 了 手 抓 饼 ， 收到 是 酸 的   怎么 处理 ？   [ jy ]   客人 说 做 了 一个 吃 ， 酸 的 ， 怎么办   但是 最近 广州 天气 好 热   一个 冰袋 不行   应该 是 变味 了  
__label__9	你好 ， 我 刚才 蜜豆 签到 抢到 了 面膜 碎片 那个 从 哪里 可以 看到   我 看见 了  
__label__4	商品 ID ： 4155606   商品 链接 ： https : / / www . mia . com / item - 4155606 . html   订单 编号 ： 1905201950556150   刚买 的 还 没有 到货 ， 就 降价 了   可以 补 差价 吧   相差 6 元   我 买 的 时候 是 正价   没有 活动   现在 做 秒杀 活动 了   什么 意思   我 是 会员 ， 我 还 不 知道 价格 多少 哦   什么 时候 199 过   平时 都 是 95   你别 蒙 我 哈   时间 是 24 小时   那 你 就 说 能 不能 退 差价 吧   那 什么 才能 保价   我 是 正价 买 的   订单 编号 ： 1904121885274602   你 帮 我 看看 我 的 这个 苹果 退款 退 了 没  
__label__9	想 问下 我 这里 有 10 张 16 元 的 劵   可是 发给 朋友   他领 了   登录 蜜芽网 阙 看不到   登录 好 多次 了   还是 这样 啊   发了 两次   都 成功 领取 了   可是 登录 蜜芽 就是 看 不了   而且 他 登录 是 用 手机 验证码 登录 的   这个 有 影响 吗 ？   不过 都 是 用 手机号 领取   应该 是 对 的 吧   这个 手机号 注册 的   你 这里 可以 看 得到 吗   好 的   黄先生   电话 18111882007  
__label__1	买 sk2 化妆品 ， 能办 会员 吗   买 sk2 化妆品 ， 能办 会员 吗   买 sk2 化妆品 ， 能办 会员 吗   如果 没有 推荐 人员 ， 有 办理 会员 的 途径 吗 ？   怎么 邀请 ？   我 自己 可以 邀请 别人 吗 ？  
__label__9	连网 连不上  
__label__9	孕妇 可以 用 吗   商品 ID ： 3039864   商品 链接 ： https : / / www . mia . com / item - 3039864 . html  
__label__4	这 款 尿不湿 太小 了 不 说 还 粘 不住 ！ 质量 太差 了   这 款 尿不湿 太小 了 不 说 还 粘 不住 ！ 质量 太差 了   这 款 尿不湿 太小 了 不 说 还 粘 不住 ！ 质量 太差 了   还 占 不住   9 到 14 公斤 的 ， 我娃 才 不到 9 公斤   换货 换 啥 货 ， 换 了 占 不住 这 问题 能 解决 妈 吗   一动 就 开 了   不 折腾 了 ， 我要 退货   你们 的 质量 问题 退货 邮费 谁 出   你 尽快 联系 退货 我 等 着 电话   明天 啥时候  
__label__4	亲 这 是 我 今天 刚到 的 奶粉 ， 我 看 了 日期 快 临期 了 ， 我 是 囤货 的 孩子 都还没 生 ， 发 这么 临期 的 产品 给 我 我 怎么 放 哦   意思 好久 算 临期 喃   今天 刚到 的 货 ， 我 看到 日期 就 这样   可以 申请 退换货 吗   我 没法用 ， 也 转 不 出去   换 也 不 可以   9 月份 到期 ， 我 8 月底 才生 ， 怎么 吃   可以 ， 只是 这样 让 人 很 遭心 ， 选 了 很 久 才 决定 用 这个 ， 结果 是 这样   好 的 ， 谢谢   没有 ， 谢谢  
__label__4	鞋子 质量 问题   胶水 ， 线头   做工 太 差   包装 没 问题  
__label__12	我 鞋子 拍大 了 可以 换小一码 吗 ？   我 鞋子 拍大 了 可以 换小一码 吗 ？ 怎么 换 ？   想换 小 一码   不是 还 没 发货 吗 ？ 我 现在 要 怎么 改 呢 ？   14.8 的   好 的 谢谢 啦 [ ok ]   [ zb ]   [ zb ]   [ zb ]  
__label__9	只到 账 98.8   充值 100   到 账 98.8   充值 300   到 账 299.4   会员 不 提醒 我 都 没有 看 短信   什么 情况   到 账 99.8 的 就是 第一张 图   我 那个 你 等 下 我 截图   不是 充 多少 短信 就 发 多少 吗   这样 的 问题 好 几次 了   你们 为什么 不 解决   和 运营商 去 协商   现在 蜜粉 说 蜜芽 是 在 骗人   我 怎么 跟 她 解释  
__label__4	我 这个 今天 收到 的 我 穿 不 合适 ， 我要 退 了 ， 把 地址 发 我   嗯 ， 地址 发 我 我 明天 去 寄   1905211952711983   怎么 还要 这些 ， 以前 都 不要 的  
__label__9	这个 粽子 是 正常 大 的 吧 ？  
__label__9	这个 款有 海绵 吗 ？   有没有 没有 海绵 的 、 显胸 小点 的  
__label__4	小包 的 湿巾 不是 一提 的 吗   怎么 是 散装 的   收到 快递 的 时候 快递 箱 是 打开 的   快递 小哥 还 帮 我 粘 了   主要 是 包装 箱子 都 扁 了   收到 最 闹心 的 一次 快递   希望 东西 没 让 我 失望  
__label__4	我 买 的 是 黑 白色 的 ， 发来 的 是 其它 的 ， 都 不同 款   1905181946621831   发来 是 这个  
__label__4	我 这边 奶粉 有 工作人员 和 我 说 可以 退货 了 。   但是 蜜芽 里面 没有 退货 退款   她 说 是 售后 部给 我 的 电话 。   但是 是 手机 打 的   后面 加 了 微信 。   我 明天 寄出 ， 退款 找 谁   直接 找 客服 是 吧 。   运费 是 我 垫付 还是 到付  
__label__9	你好   啾 啾 湿巾 库存 不足   什么 时候 能 补货 啊 ？   商品 缺货 后 多久 补货   库存 有 1 件   为什么 不能 加入 购物车   你好   请问 库存 有 1 件   为什么 不能 加入 购物车   啾 啾 的 湿巾   现在 都 放 购物车 了   但是 两种 结算 就 显示 库存 不足   单独 分别 结算 就 没 问题  
__label__9	这好 几天 了 ， 信用卡 信息 还是 这 页面 。 咋 回事 啊 [ wx ]   [ wx ]   这好 几天 了 ， 信用卡 信息 还是 这 页面 。 咋 回事 啊 [ wx ]   [ dy ]   在 吗 ？   有 二个 成功 了 ， 也 是 待 审核   咱 也 不 知道 过 没过 啊 其他 的   [ tx ]   [ xh ]   [ yw ]   亲亲 [ yw ]   ⊙ ? ⊙ ！ 哦   [ ll ]   咱们 会员 男 的 多 吗   [ xh ]   [ yw ]   [ xh ]   对 ， 就 有 二个 收到 了   大 页面 还是 待 审核   不 告诉 我 通过 也 没 告诉 我 不 通过   没有 问     不 知道 了   那 我 问问 再说 吧   浦发 给 他们 发短信 说 核卡 成功 了 算 不   就 第一条 这 信息   知道 ， 我 是 说 那个 信息 算不算   里面 写 的 东西   就 有 那个 东西 就 属于 通过 了 是 吧   然后 我 就 会 有 佣金 ？   那个 大王 卡 现在 没有 办理 了 ？   哦 ， 好 的 ， 谢谢   拜拜 ? Bye ~   [ zb ]  
__label__4	产品 几日 之内 ， 退 差价 ？   19 号 下单 的   之前 的 订单 ， 重新 再 弄 一次 ？   好 的 ， 我 去 看看   现在 点开 之前 的 订单 ， 直接 就是 38.9   不是 四十多   单独 购买 ？ 还是 自己 开团 ？ 还是 参与 别人 的 团 ？   1905231955822058   订单 编号   我 已 确认 收货   好 的 ， 麻烦 你 了 [ xh ]  
__label__9	这个 vc   是 一瓶 的 价 ？   29.9 元   蜜粉 在 问 我   他们 说 是 2 瓶  
__label__9	3 袋 43.8 有点 贵   就是 优惠价格 43.8  
__label__9	那个 飞机 可以 不闪 吗   那个 飞机 可以 不闪 吗   到货 了 ，   我想 问下 那个 飞机 能 不能不 闪   闪得 刺 眼睛  
__label__4	你好 ， 鞋子 小 了 可以 换 吗   你好 ， 鞋子 小 了 可以 换 吗   或者 退货  
__label__9	100 片 = 10 张 优惠券 我 的 优惠券 没 发到   100 片 = 10 张 优惠券 我 的 优惠券 没 发到   我 买 了 10 包 纸尿裤   优惠券 还 没发 你 帮 我 看看   唉 不好意思 买 的 时候 没弄够   这 活动 现在 还 能 参与 不  
__label__9	皮肤过敏 了   我 的 脸 现在 好痒 好 痒   满脸 都 是   拍照 有 美颜 拍 不 出来  
__label__9	请问 这 款 衣服 是 配 帽子 一起 的 吗 ？   亲 ， 请问 这 款 裙子 是 配 帽子 一起 的 吗 ？   亲 ， 请问 这 款 裙子 是 配 帽子 一起 的 吗 ？  
__label__9	你好 ， 有 会员 充值 话费 到 了 上面 的 页面 就 进入 不了   怎么 升级 ？   好 的 ， 谢谢 啦  
__label__9	现在 app 上 没施华蔻 的 彩色 染发剂   以后 能 上 吗  
__label__1	在 途 收益 什么 时候 转可提 收益 ？   在 途 收益 什么 时候 转可提 收益 ？  
__label__4	目前 发现 坏 的 红薯 有 八个 ， 但是 之前 坏 的 被 我 妈妈 扔 了 ， 就 没 照相 ， 这 是 我 回家 照 的   剩下 的 也 有 4 个 是 坏 的   没有 了 啊   我 之前 找过 商家 客服   是 要 明天 才 打电话 吧 ？   这个 时间 太晚 了  
__label__9	银行 的 收款 码 也 能 用 是 吗  
__label__4	你好 ， 我 的 一个 会员 购买 了 一支 天梭 的 手表 ， 这个 是 她 的 单号 ， 1905201950388332 ， 但是 收到 表后 ， 没有 保修卡 ， 而且 包装 也 非常 差 ， 所以 我 的 会员 严重 质疑 表 的 真伪 ？   问题 是 连 保修卡 都 没有 ， 我们 怎么 去 质保 ？ 那 可以 告诉 我 成都 的 质保 中心 在 哪里 吗 ？   这 也 不是 几块钱 的 东西 ， 人家 是因为 相信 这个 平台 才 在 这里 购买 比较 贵重 的 东西 的 ， 就算 外包装 差点 ， 但是 该 有 的 保修卡 和 质检 卡 这些 总要 配好 的 啊   这个 我能 理解 ， 但是 保修卡 又 是 怎么回事 ？   除非 你们 的 表 不是 正规渠道 采购 的 ， 那 不然 怎么样 也 应该 配有 的   那 我 如果 执意 要求 把 保修卡 给 我们 寄过来 啦 ？   而且 你 这个 也 说 不通 ， 哪里 保养 或是 保修 ， 肯定 不是 你们 卖家 说了算 ， 那 买家 买 东西 本来 就是 图个 放心 ， 而且 有时 一些 小 问题 ， 比如 只是 需要 保养 一下 ， 我们 拿 着 保修卡 ， 肯定 去 全国 任何 一个 质保 中心 就 可以 了 ， 不 可能 还 兴师动众 寄 回去 的   对 不 对 啊 ？  
__label__1	【 收到 不 支持 的 消息 类型 ， 暂 无法 显示 】   我 想 问 一下 我 是 蜜芽 会员   但是 我 不 知道 怎么 做 蜜芽   15885345857   但是 现在 没有 用 了   请问 怎么 联系   好 的 ， 谢谢 亲  
__label__9	我 穿 m 可以 不   155.96 斤  
__label__4	怎么 我 的 还 没有 退款   只退 了 一提   其它 的 没有   寄回 五提   退 了 一提   还有 四提 没有 退  
__label__9	亲身 高 165 体重 136 穿 多大码  
__label__6	我 有 个 会员 ， 曾经 微信解 绑 ， 用 女儿 的 号码 注册 过 蜜粉 ， 后来 又 在 微信里 ， 用 老公 的 手机号 开通 会员   她 现在 想要 换成 自己 的 手机号 ， 怎么 处理 呢   她 曾经 联系 过 客服 ， 后台 帮 她 更 改成 了 自己 手机号 ， 可是 她 只能 在 app 买   在 微信 买 ， 就 还是 女儿 的 蜜粉 账号 ， 不是 会员 账号 ， 这是 怎么回事 呢   是不是 因为 她 没有 解绑 ， 所以 微信 上 才 出现 这种 情况   一个 微信 可以 解绑 几次 啊 ？   她 曾经 是 蜜粉 的 时候 ， 解绑 过 一次   意思 是 ， 她 微信 可以 解绑 ， 绑定 自己 现有 的 手机号 ？   怎么 操作 呢   是 发现 在 微信 绑定 的 那个 账号 ， 和 会员 账号 吗   她 小 程序 点不动 ， 看不到 绑定 手机号   会员号 手机号码 是 13778318782   一直 都 是   她 在 微信 识别 海报 买 东西 ， 默认 的 是 以前 的 蜜粉 号码   是 的 ， 没有 反应  
__label__12	帮 我 核实 一下 兔头 妈妈 试用装 那个 订单 到 哪 了 ？   物流 两天 没 更新 了 。  
__label__9	高 142 ， 体重 58 斤 ， 应拍 哪个 码  
__label__9	今天 这个 5 人团 ， 一人免 单   成团 后 说 是 反 还 团长 的   但是 没收 到  
__label__4	巴拉巴 拉买 的 童装 不 合适 在 哪 退换货  
__label__12	地址 发错 了   我 朋友 订单 发错 了   怎么 去 到 广西 了 ？ 人 在 广东 呀   3834495612732   一起 买 的 袜子 ， 一个 收到 了 ， 一个 寄 到 广西 去 了   [ ll ]   直接 打 收货 那边 电话   尽快 寄过去   怎么 会 这样 呢   这 是 个 很 低级 错误 呀   好 ， 谢谢  
__label__11	待 发货 的 订单 是不是 要 24 小时 内上 传单 号 呢   还是 要 一定 24 小时 内上 传单 号 并且 有揽收 信息 呢  
__label__9	你好 ， 那个 300 元 的 话费 券是 怎么 用 的   好 的 ， 谢谢   在 哪里 ， 可以 看 的 到 那个 券 ？   在 哪里 ， 可以 看 的 到 那个 300 元 的 话费 券 ？ 就是 蜜豆 抽奖 那个   17 ： 48 ： 44   也就是说 ， 碎片 不能 用 是 吗 ？   了解 了 ， 谢谢   没有 了 ， 谢谢  
__label__9	拉拉 裤 今期 能补 XXXL 的 货 吗   兔头 妈妈 的   就是 优惠券 10 片装 的   最大 码是 哪个 ？   这个 10 片装 的 优惠券 没有 这个 商品 呢   这个 券 可以 送给 蜜粉 吗   还是 只能 送给 plus ？   买 10 包送 100 片 的  
__label__6	这袋 面包 没有 真空 ， 请问 是不是 好 的  
__label__9	亲 ， 我们 这 信用卡 大概 几天 到   申请 成功 了 呢   卡 大概 什么 时候 能 下来  
__label__1	【 蜜芽 PLUS 】 您好 ， 为 保证 您 能 提 的 金额 正常 到 账 ， 需要 您 关注 一下 蜜芽 官方 公众 号 ： 蜜芽 MIA ， 复制 下面 邀请 码 发送至 公众 号 中 即可 ， 您 的 邀请 码为 1558614084482 。   这个 啥意思 ？   1558614084482 。   我要 提现  
__label__4	亲 我们 那个 大礼包 爱 百分 的 机器人 能 不能 连 wife  
__label__12	我要 改 地址   1905231955043613   这个 订单 的   广西省 南宁市 良庆区 规划 馆 后面 中建 五局 生活区 门卫 代收   我 在 外面 不 小心 用 了 家里 地址 下单 了 。  
__label__12	我 地址 和 收货人 填写 错 了   可以 改 吗 ？   我 地址 和 收货人 填写 错 了   可以 改 吗 ？   广西壮族自治区 贺州市 平桂区 西湾 镇西 发街 1 号   黄景 纯 13978427740   没有 了 ， 谢谢 [ zj ]  
